age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,weekend_usage_difference,sleep_deficit,notification_intensity,weekend_overuse,DEI,DEI_Category
33,0,6.23,5.78,3.21,1.53,8.59,88,67,7.16,Medium,No,Moderate,1,0.9299999999999996,0.0,14.125200642054574,0.9299999999999997,46.30611111111111,Moderate
31,1,7.61,5.3,2.74,2.1,7.25,195,37,9.62,Medium,Yes,Moderate,1,2.009999999999999,0.75,25.62417871222076,2.009999999999999,56.92167388167386,Moderate
28,0,9.68,5.89,0.08,1.91,6.98,230,169,11.7,Low,Yes,Moderate,1,2.02,1.0199999999999996,23.7603305785124,2.0199999999999996,62.58634920634919,Moderate
27,2,8.55,3.81,2.87,3.54,7.08,149,56,11.25,Medium,No,Severe,1,2.6999999999999997,0.9199999999999999,17.42690058479532,2.6999999999999993,57.86093073593074,Moderate
26,2,6.22,4.04,3.87,2.68,5.47,166,47,8.57,Low,Yes,Moderate,1,2.3500000000000005,2.5300000000000002,26.68810289389068,2.3500000000000005,60.14527417027418,Moderate
30,2,3.6,3.06,2.98,5.58,4.64,38,18,4.44,Low,No,Moderate,0,0.8400000000000003,3.3600000000000003,10.555555555555555,0.8400000000000003,41.979696969696974,Moderate
22,0,4.2,4.28,3.84,3.69,5.87,117,140,5.56,Medium,No,Moderate,1,1.3599999999999994,2.13,27.857142857142858,1.3599999999999994,47.05991341991342,Moderate
30,2,10.44,4.4,3.73,1.19,6.72,91,35,11.14,Medium,Yes,Severe,1,0.7000000000000011,1.2800000000000002,8.71647509578544,0.7000000000000011,64.09989177489177,Moderate
27,2,6.07,2.68,3.35,0.94,5.88,123,43,9.03,Medium,No,Moderate,1,2.959999999999999,2.12,20.263591433278417,2.959999999999999,52.177265512265514,Moderate
30,2,8.25,3.93,0.45,3.86,7.98,199,167,10.48,High,Yes,Severe,1,2.2300000000000004,0.019999999999999574,24.12121212121212,2.2300000000000004,44.166861471861466,Moderate
24,0,8.11,1.35,0.87,2.75,5.85,68,26,10.4,Medium,Yes,Severe,1,2.290000000000001,2.1500000000000004,8.38471023427867,2.290000000000001,45.35657287157287,Moderate
26,0,9.67,1.25,3.49,1.96,6.86,242,128,12.15,Low,Yes,Moderate,1,2.4800000000000004,1.1399999999999997,25.0258531540848,2.4800000000000004,52.50726551226551,Moderate
21,2,11.37,1.65,2.78,4.75,7.55,49,175,14.13,Low,No,Moderate,1,2.7600000000000016,0.4500000000000002,4.309586631486368,2.7600000000000016,56.3387012987013,Moderate
24,2,5.99,2.4,2.42,2.9,7.11,86,86,7.66,Low,Yes,Mild,0,1.67,0.8899999999999997,14.357262103505844,1.67,36.07985569985569,Moderate
23,1,10.35,5.37,1.44,2.34,5.04,136,57,11.67,Medium,No,Severe,1,1.3200000000000005,2.96,13.140096618357488,1.3200000000000003,74.51398268398269,High
23,2,7.44,3.58,0.73,4.13,5.15,48,93,9.08,Low,Yes,Mild,0,1.6399999999999997,2.8499999999999996,6.451612903225806,1.6399999999999997,53.93738095238094,Moderate
26,0,4.57,0.59,3.56,4.05,4.7,242,146,5.79,Medium,Yes,Mild,0,1.2199999999999998,3.3,52.95404814004376,1.2199999999999998,37.151789321789316,Moderate
23,2,6.76,5.46,2.28,1.69,7.34,218,129,8.86,High,No,Moderate,1,2.1,0.6600000000000001,32.248520710059175,2.0999999999999996,53.03910533910533,Moderate
21,0,7.66,3.73,1.53,5.42,5.18,132,43,9.45,Medium,Yes,Mild,0,1.7899999999999991,2.8200000000000003,17.23237597911227,1.7899999999999991,57.90332611832611,Moderate
31,1,5.24,2.41,3.02,0.8,8.3,113,178,6.93,Low,No,Moderate,0,1.6899999999999995,0.0,21.564885496183205,1.6899999999999995,29.70292929292929,Low
23,1,8.77,5.55,0.66,3.39,4.83,119,58,9.94,Low,Yes,Moderate,1,1.17,3.17,13.568985176738884,1.17,67.83772005772005,High
34,2,3.46,4.27,0.78,3.4,6.27,31,67,6.12,Medium,No,Severe,1,2.66,1.7300000000000004,8.959537572254336,2.66,39.40096681096681,Moderate
28,2,8.88,4.9,1.36,3.55,5.67,227,48,9.88,High,Yes,Severe,1,1.0,2.33,25.563063063063066,1.0,61.58095238095238,Moderate
18,1,3.13,2.72,1.65,5.82,7.7,53,108,4.99,Medium,Yes,Moderate,0,1.8600000000000003,0.2999999999999998,16.93290734824281,1.8600000000000003,21.87575036075036,Low
24,2,10.76,4.41,2.33,3.7,6.09,34,107,13.28,High,No,Moderate,1,2.52,1.9100000000000001,3.159851301115242,2.5199999999999996,72.76979076479076,High
22,1,4.18,3.97,2.97,3.65,8.44,119,133,6.98,High,No,Moderate,0,2.8000000000000007,0.0,28.468899521531103,2.8000000000000007,36.98661616161616,Moderate
18,2,6.25,3.28,3.98,5.45,8.04,140,104,8.96,Low,Yes,Mild,0,2.710000000000001,0.0,22.4,2.710000000000001,44.06525252525253,Moderate
25,1,9.07,5.76,0.61,5.0,6.63,62,159,11.59,High,No,Moderate,1,2.52,1.37,6.835722160970231,2.5199999999999996,64.94821789321789,Moderate
22,0,6.93,3.29,2.16,2.09,6.29,206,78,9.82,Medium,No,Mild,0,2.890000000000001,1.71,29.72582972582973,2.8900000000000006,52.69658008658008,Moderate
31,0,11.37,2.84,2.5,4.0,5.77,227,138,13.34,Low,No,Moderate,1,1.9700000000000009,2.2300000000000004,19.96481970096746,1.9700000000000006,68.05922077922078,High
33,1,8.65,1.16,3.98,1.77,5.25,133,57,11.33,Medium,No,Severe,1,2.68,2.75,15.3757225433526,2.6799999999999997,59.35650793650793,Moderate
28,1,7.15,1.67,2.95,4.68,7.81,155,88,8.35,Medium,No,Moderate,1,1.1999999999999993,0.1900000000000004,21.67832167832168,1.1999999999999993,32.71778499278499,Low
19,1,9.95,1.57,0.69,2.51,7.97,208,67,12.89,Low,No,Moderate,1,2.9400000000000013,0.03000000000000025,20.90452261306533,2.9400000000000013,43.54784271284271,Moderate
19,2,10.88,1.11,1.92,5.26,6.73,49,174,11.6,Low,No,Severe,1,0.7199999999999989,1.2699999999999996,4.503676470588235,0.7199999999999989,46.35431457431457,Moderate
30,1,3.38,1.28,3.9,4.12,5.13,231,43,5.57,High,Yes,Mild,0,2.1900000000000004,2.87,68.34319526627219,2.1900000000000004,37.933232323232325,Moderate
30,0,6.18,5.01,1.34,4.65,6.14,176,78,8.28,Low,No,Severe,1,2.1,1.8600000000000003,28.4789644012945,2.0999999999999996,53.24523809523809,Moderate
25,2,4.86,3.97,0.66,1.47,5.35,20,156,6.08,High,No,Moderate,0,1.2199999999999998,2.6500000000000004,4.11522633744856,1.2199999999999998,42.678917748917755,Moderate
20,1,3.72,0.66,2.06,3.35,7.41,53,44,5.31,High,No,Moderate,0,1.5899999999999994,0.5899999999999999,14.247311827956988,1.5899999999999994,16.408701298701295,Low
22,0,7.01,3.38,2.04,1.71,5.96,99,92,8.85,Medium,Yes,Mild,0,1.84,2.04,14.122681883024253,1.8399999999999999,50.80249639249639,Moderate
23,1,6.84,1.23,3.51,0.95,7.4,249,100,8.36,High,Yes,Mild,0,1.5199999999999996,0.5999999999999996,36.40350877192982,1.5199999999999996,34.53508658008657,Moderate
20,2,4.63,3.25,1.23,2.18,6.49,186,105,5.85,Low,No,Moderate,0,1.2199999999999998,1.5099999999999998,40.17278617710584,1.2199999999999998,33.42246031746032,Moderate
18,0,7.4,3.5,0.27,1.35,5.64,172,65,9.61,High,No,Mild,0,2.209999999999999,2.3600000000000003,23.24324324324324,2.209999999999999,51.74818903318902,Moderate
29,0,3.89,5.15,2.63,5.71,8.5,67,18,5.22,Medium,Yes,Severe,1,1.3299999999999996,0.0,17.223650385604113,1.3299999999999996,34.49247474747475,Moderate
34,2,6.28,0.77,2.09,4.66,6.58,183,88,7.15,Low,Yes,Moderate,1,0.8700000000000001,1.42,29.14012738853503,0.8700000000000001,28.80211399711399,Low
24,0,8.06,5.09,0.45,4.48,5.31,22,158,10.67,High,Yes,Moderate,1,2.6099999999999994,2.6900000000000004,2.729528535980149,2.6099999999999994,65.47784271284272,Moderate
32,0,5.05,3.99,0.68,0.75,6.32,205,74,6.08,High,Yes,Mild,0,1.0300000000000002,1.6799999999999997,40.5940594059406,1.0300000000000002,37.25585858585858,Moderate
28,0,4.13,2.76,1.88,2.39,8.26,71,90,5.12,Low,No,Mild,0,0.9900000000000002,0.0,17.19128329297821,0.9900000000000002,21.327171717171716,Low
19,0,4.25,2.83,0.33,1.83,5.74,100,100,5.95,High,No,Moderate,0,1.7000000000000002,2.26,23.529411764705884,1.7000000000000002,33.99130591630591,Moderate
26,0,8.2,1.38,0.33,0.75,6.81,70,138,10.12,High,No,Moderate,1,1.92,1.1900000000000004,8.536585365853659,1.92,37.52722222222222,Moderate
20,1,8.96,3.36,1.46,3.02,6.97,113,125,11.57,Medium,Yes,Moderate,1,2.6099999999999994,1.0300000000000002,12.611607142857142,2.6099999999999994,54.15349206349206,Moderate
22,1,5.92,1.83,3.64,0.69,8.45,75,62,8.62,Low,No,Mild,0,2.6999999999999997,0.0,12.66891891891892,2.6999999999999993,35.30101010101009,Moderate
31,2,3.26,2.11,2.77,1.21,5.79,109,36,6.25,Medium,Yes,Mild,0,2.99,2.21,33.43558282208589,2.99,37.84286435786435,Moderate
26,1,11.55,2.25,2.01,1.8,8.6,104,73,14.26,High,No,Moderate,1,2.709999999999999,0.0,9.004329004329003,2.709999999999999,55.069545454545455,Moderate
19,0,6.37,3.52,0.75,4.16,5.4,225,159,8.6,Medium,No,Moderate,1,2.2299999999999995,2.5999999999999996,35.32182103610675,2.2299999999999995,50.48497113997112,Moderate
32,1,10.8,4.43,3.43,2.2,5.48,73,55,13.57,Low,No,Moderate,1,2.77,2.5199999999999996,6.759259259259259,2.7699999999999996,80.2519696969697,High
22,1,9.22,2.09,1.59,3.13,8.58,51,142,11.29,High,Yes,Moderate,1,2.0699999999999985,0.0,5.531453362255965,2.0699999999999985,41.67116161616161,Moderate
30,0,6.31,0.95,0.32,0.93,6.68,230,90,8.68,High,No,Moderate,1,2.37,1.3200000000000003,36.450079239302696,2.37,30.740533910533905,Low
34,0,5.76,2.59,2.32,3.81,8.42,99,73,7.21,Low,Yes,Moderate,0,1.4500000000000002,0.0,17.1875,1.4500000000000002,29.833333333333336,Low
21,0,9.06,1.12,3.5,1.52,4.76,212,158,9.73,Low,No,Moderate,1,0.6699999999999999,3.24,23.399558498896248,0.6699999999999999,54.3291341991342,Moderate
19,1,9.71,5.23,2.88,2.7,5.38,220,46,11.34,High,Yes,Moderate,1,1.629999999999999,2.62,22.65705458290422,1.629999999999999,74.28587301587301,High
30,2,10.58,1.83,2.37,5.54,8.11,131,163,12.53,High,Yes,Severe,1,1.9499999999999995,0.0,12.381852551984878,1.9499999999999993,47.24823232323232,Moderate
32,0,9.68,0.59,3.55,4.52,6.0,157,150,10.79,Low,Yes,Severe,1,1.1099999999999994,2.0,16.21900826446281,1.1099999999999994,49.1304401154401,Moderate
18,2,4.39,5.94,0.98,2.72,5.71,27,71,5.77,High,Yes,Moderate,1,1.38,2.29,6.150341685649203,1.38,49.18854256854257,Moderate
20,2,7.62,5.82,0.64,1.18,4.73,35,61,8.92,Low,Yes,Moderate,1,1.2999999999999998,3.2699999999999996,4.593175853018373,1.2999999999999998,65.63419913419915,Moderate
18,0,10.6,2.07,2.5,2.91,8.74,110,177,11.92,Low,No,Severe,1,1.3200000000000005,0.0,10.37735849056604,1.3200000000000003,46.221919191919184,Moderate
26,0,10.97,2.28,3.12,4.78,8.27,195,17,12.84,Medium,No,Severe,1,1.8699999999999992,0.0,17.77575205104831,1.8699999999999992,52.36535353535354,Moderate
34,2,6.91,2.14,1.93,3.32,5.31,105,23,8.39,Low,Yes,Mild,0,1.4800000000000004,2.6900000000000004,15.195369030390738,1.4800000000000004,46.77652958152959,Moderate
34,0,5.8,5.53,1.3,5.42,8.36,142,121,6.52,High,Yes,Moderate,1,0.7199999999999998,0.0,24.48275862068965,0.7199999999999998,37.88252525252525,Moderate
22,2,11.25,1.97,1.1,4.58,8.37,52,83,12.3,Medium,Yes,Severe,1,1.0500000000000007,0.0,4.622222222222222,1.0500000000000007,43.715151515151526,Moderate
21,2,10.92,4.8,3.25,4.76,5.81,109,74,12.92,Medium,Yes,Moderate,1,2.0,2.1900000000000004,9.981684981684982,2.0,76.98474025974026,High
29,1,8.32,5.87,2.47,1.82,6.59,144,48,9.62,Medium,No,Moderate,1,1.299999999999999,1.4100000000000001,17.307692307692307,1.299999999999999,62.530122655122646,Moderate
31,1,5.09,2.56,2.55,2.6,7.52,240,25,6.94,Medium,Yes,Mild,0,1.8500000000000003,0.4800000000000004,47.151277013752456,1.8500000000000005,32.00927128427129,Low
28,0,7.93,5.17,1.88,1.39,5.31,184,140,9.47,Low,No,Moderate,1,1.540000000000001,2.6900000000000004,23.203026481715007,1.540000000000001,64.63092352092352,Moderate
34,1,8.45,1.0,0.55,2.15,8.74,112,73,10.74,Medium,Yes,Severe,1,2.290000000000001,0.0,13.254437869822487,2.290000000000001,32.00217171717171,Low
19,2,11.5,3.85,3.83,4.42,7.2,125,176,13.61,High,No,Moderate,1,2.1099999999999994,0.7999999999999998,10.869565217391305,2.1099999999999994,68.86925685425686,High
18,0,7.5,0.71,2.91,5.13,4.81,154,38,8.85,Medium,Yes,Mild,0,1.3499999999999996,3.1900000000000004,20.53333333333333,1.3499999999999996,47.35811688311688,Moderate
24,1,6.25,1.29,1.34,3.75,6.4,99,64,7.41,High,No,Moderate,1,1.16,1.5999999999999996,15.84,1.1600000000000001,31.36265512265512,Low
33,1,5.06,3.84,2.53,1.02,4.91,238,53,7.57,Low,Yes,Moderate,0,2.5100000000000007,3.09,47.03557312252965,2.5100000000000007,55.21507215007215,Moderate
35,1,10.09,4.97,0.93,5.59,6.8,185,25,11.5,Low,Yes,Severe,1,1.41,1.2000000000000002,18.33498513379584,1.4100000000000001,60.71254689754689,Moderate
28,0,7.46,4.13,1.09,2.11,4.64,239,152,9.37,Low,Yes,Severe,1,1.9099999999999997,3.3600000000000003,32.03753351206434,1.9099999999999993,61.40944444444444,Moderate
23,1,3.54,2.05,1.2,1.22,7.45,55,136,5.13,Medium,Yes,Moderate,0,1.59,0.5499999999999998,15.536723163841808,1.5899999999999999,19.648311688311683,Low
33,1,4.62,3.59,3.07,5.04,5.97,168,151,6.87,High,Yes,Mild,0,2.25,2.0300000000000002,36.36363636363636,2.25,46.62045454545454,Moderate
26,2,7.76,3.79,2.43,3.4,6.74,142,53,10.55,Medium,Yes,Moderate,1,2.790000000000001,1.2599999999999998,18.298969072164947,2.790000000000001,55.90065656565657,Moderate
33,2,9.67,0.9,1.6,5.46,7.66,244,103,10.83,High,Yes,Moderate,1,1.16,0.33999999999999986,25.232678386763187,1.1600000000000001,36.33992784992784,Moderate
27,2,9.73,3.24,0.67,2.93,5.67,234,79,11.79,High,Yes,Severe,1,2.0599999999999987,2.33,24.049331963001027,2.0599999999999987,59.856053391053386,Moderate
21,2,7.35,0.94,3.2,1.48,8.66,130,180,8.46,Low,Yes,Mild,0,1.1100000000000012,0.0,17.687074829931973,1.1100000000000012,29.35666666666667,Low
29,0,7.39,4.52,1.18,1.31,8.59,170,40,8.39,High,Yes,Severe,1,1.0000000000000009,0.0,23.00405953991881,1.0000000000000009,40.29494949494949,Moderate
33,0,5.61,5.16,3.32,2.59,8.7,96,52,6.26,High,No,Severe,1,0.6499999999999995,0.0,17.11229946524064,0.6499999999999995,40.23181818181818,Moderate
27,1,6.1,5.02,1.76,3.22,5.01,151,31,7.37,High,Yes,Moderate,1,1.2700000000000005,2.99,24.75409836065574,1.2700000000000005,57.16672438672439,Moderate
23,2,9.05,3.74,0.15,5.88,4.91,141,88,11.58,Medium,Yes,Severe,1,2.53,3.09,15.580110497237568,2.5299999999999994,64.40719336219335,Moderate
20,2,8.56,2.29,2.09,3.32,5.07,23,125,10.36,High,Yes,Moderate,1,1.799999999999999,2.9299999999999997,2.6869158878504678,1.799999999999999,56.926443001443,Moderate
24,2,6.01,4.76,3.24,1.89,5.33,89,127,9.01,Low,Yes,Moderate,1,3.0,2.67,14.80865224625624,3.0,64.42633477633478,Moderate
33,2,10.38,2.97,0.51,5.39,5.41,221,76,12.58,High,No,Severe,1,2.1999999999999997,2.59,21.290944123314063,2.1999999999999993,62.802272727272715,Moderate
21,2,10.63,0.59,2.41,1.49,8.85,53,17,12.53,Medium,No,Moderate,1,1.8999999999999984,0.0,4.985888993414863,1.8999999999999986,41.70631313131313,Moderate
29,1,3.57,4.37,2.49,1.96,6.15,166,58,4.96,High,No,Severe,1,1.39,1.8499999999999996,46.49859943977592,1.3900000000000001,40.164004329004335,Moderate
28,0,7.87,5.78,2.65,1.02,7.16,55,71,10.18,Low,Yes,Severe,1,2.31,0.8399999999999999,6.98856416772554,2.3099999999999996,61.6038888888889,Moderate
28,2,5.17,1.51,1.41,3.87,4.87,244,106,7.65,Low,No,Mild,0,2.4800000000000004,3.13,47.195357833655706,2.4800000000000004,42.36051226551227,Moderate
31,2,9.16,4.95,0.79,1.13,5.7,115,169,12.01,High,Yes,Moderate,1,2.85,2.3,12.554585152838428,2.8499999999999996,68.70068542568542,High
33,2,7.3,3.4,0.79,2.5,7.45,21,125,8.42,Low,No,Mild,0,1.12,0.5499999999999998,2.8767123287671232,1.12,37.50189754689754,Moderate
34,1,11.24,4.61,2.55,1.89,6.14,84,157,12.21,High,Yes,Severe,1,0.9700000000000006,1.8600000000000003,7.473309608540925,0.9700000000000006,69.60983405483407,High
31,1,5.92,2.56,0.57,1.14,4.81,155,84,6.56,Medium,No,Mild,0,0.6399999999999997,3.1900000000000004,26.18243243243243,0.6399999999999997,40.93276334776334,Moderate
19,2,5.63,5.54,1.79,5.41,5.3,76,64,7.13,Low,No,Moderate,1,1.5,2.7,13.49911190053286,1.5,57.04044011544012,Moderate
31,2,10.67,5.55,0.25,5.71,6.13,228,75,13.46,High,No,Moderate,1,2.790000000000001,1.87,21.36832239925024,2.790000000000001,73.25303751803752,High
27,0,3.51,5.69,3.51,4.56,7.34,231,88,5.83,Medium,Yes,Moderate,1,2.3200000000000003,0.6600000000000001,65.81196581196582,2.3200000000000003,45.400670995671,Moderate
27,0,11.31,5.11,0.91,5.49,6.32,165,148,14.2,High,No,Severe,1,2.889999999999999,1.6799999999999997,14.588859416445622,2.889999999999999,74.70621212121212,High
27,2,4.86,0.99,0.66,2.02,7.54,117,19,6.74,Low,No,Moderate,0,1.88,0.45999999999999996,24.074074074074076,1.88,19.259177489177485,Low
33,0,6.56,1.5,0.49,5.52,4.83,157,41,8.89,Low,No,Mild,0,2.330000000000001,3.17,23.932926829268293,2.330000000000001,45.04918470418471,Moderate
35,0,10.07,1.53,0.86,5.91,7.35,103,16,12.96,Low,Yes,Severe,1,2.890000000000001,0.6500000000000004,10.22840119165839,2.8900000000000006,47.60054834054834,Moderate
22,1,10.5,4.19,3.13,5.55,6.88,85,121,12.49,Medium,No,Severe,1,1.99,1.12,8.095238095238095,1.9900000000000002,66.12439393939394,High
27,2,8.11,1.85,1.59,5.87,6.96,223,136,9.91,High,No,Moderate,1,1.8000000000000007,1.04,27.49691738594328,1.8000000000000007,41.126443001443,Moderate
20,1,10.6,3.62,1.5,5.95,6.71,126,23,12.71,Low,No,Moderate,1,2.110000000000001,1.29,11.88679245283019,2.110000000000001,61.2988023088023,Moderate
27,0,6.68,5.8,0.65,3.8,6.22,156,37,8.27,Medium,Yes,Moderate,1,1.59,1.7800000000000002,23.35329341317365,1.5899999999999999,54.55844877344877,Moderate
26,1,7.93,0.82,2.37,0.73,7.7,26,62,10.77,Medium,Yes,Mild,0,2.84,0.2999999999999998,3.278688524590164,2.84,37.62605339105338,Moderate
19,1,10.19,5.02,2.59,4.12,7.67,42,93,11.76,High,No,Moderate,1,1.5700000000000005,0.33000000000000007,4.121687929342493,1.5700000000000003,61.14727994227993,Moderate
20,0,4.2,2.76,2.39,0.97,5.62,56,46,5.4,Medium,No,Moderate,0,1.2000000000000002,2.38,13.333333333333332,1.2000000000000002,37.314393939393945,Moderate
23,0,9.25,2.16,0.91,3.46,5.38,234,62,11.9,Low,Yes,Moderate,1,2.6500000000000004,2.62,25.2972972972973,2.6500000000000004,57.69743867243867,Moderate
19,1,9.03,5.78,0.19,5.71,6.57,161,17,10.2,High,No,Moderate,1,1.17,1.4299999999999997,17.829457364341085,1.17,58.776428571428575,Moderate
30,0,5.4,3.56,2.09,3.62,4.73,209,75,6.26,High,No,Mild,0,0.8599999999999994,3.2699999999999996,38.7037037037037,0.8599999999999994,48.593138528138525,Moderate
19,1,3.99,3.34,2.79,4.3,6.95,200,83,5.66,Medium,Yes,Moderate,0,1.67,1.0499999999999998,50.125313283208015,1.67,34.41409090909091,Moderate
20,1,5.34,5.38,1.81,0.93,7.82,167,106,6.16,Medium,No,Moderate,1,0.8200000000000003,0.17999999999999972,31.273408239700377,0.8200000000000003,38.115389610389606,Moderate
18,0,6.53,2.92,1.81,1.7,8.44,102,87,7.67,High,No,Moderate,1,1.1399999999999997,0.0,15.62021439509954,1.1399999999999997,31.812777777777768,Low
34,1,9.04,5.35,3.41,1.93,6.61,233,139,11.71,Low,No,Severe,1,2.6700000000000017,1.3899999999999997,25.774336283185843,2.6700000000000017,70.68220057720058,High
31,1,7.8,3.07,1.95,0.59,8.13,89,154,9.0,Medium,No,Mild,0,1.2000000000000002,0.0,11.41025641025641,1.2000000000000002,38.02348484848485,Moderate
29,1,6.63,4.56,0.46,2.4,5.78,34,96,8.47,Low,No,Moderate,1,1.8400000000000007,2.2199999999999998,5.128205128205129,1.8400000000000007,51.766926406926395,Moderate
23,0,6.23,1.54,2.14,5.58,5.02,191,150,7.04,Medium,Yes,Mild,0,0.8099999999999996,2.9800000000000004,30.658105939004813,0.8099999999999996,40.906955266955265,Moderate
25,1,3.46,5.02,3.99,4.51,4.73,122,145,4.15,Low,No,Moderate,1,0.6900000000000004,3.2699999999999996,35.26011560693642,0.6900000000000004,51.75505772005773,Moderate
26,2,7.67,4.21,3.17,4.18,7.93,74,158,9.53,Medium,Yes,Severe,1,1.8599999999999997,0.07000000000000028,9.647979139504564,1.8599999999999994,48.78974747474747,Moderate
19,1,9.81,4.82,3.15,2.14,5.59,85,16,12.5,Low,No,Moderate,1,2.6899999999999995,2.41,8.664627930682975,2.6899999999999995,76.52612554112555,High
25,0,10.12,0.76,3.56,5.74,7.39,40,74,13.08,High,No,Moderate,1,2.960000000000001,0.6100000000000003,3.9525691699604746,2.960000000000001,51.09642135642136,Moderate
20,1,11.09,1.9,3.76,4.15,6.36,245,96,12.22,High,No,Moderate,1,1.1300000000000008,1.6399999999999997,22.09197475202885,1.1300000000000008,59.11617604617604,Moderate
21,0,3.01,1.19,3.01,4.63,8.08,191,66,4.18,Low,No,Moderate,0,1.17,0.0,63.45514950166113,1.17,13.380252525252523,Low
23,0,6.87,4.71,1.59,1.45,6.71,165,63,9.6,Medium,No,Severe,1,2.7299999999999995,1.29,24.017467248908297,2.7299999999999995,54.452792207792214,Moderate
25,1,11.59,4.15,3.56,5.42,6.93,134,176,13.82,High,No,Moderate,1,2.2300000000000004,1.0700000000000003,11.561691113028472,2.2300000000000004,71.93075036075037,High
25,1,7.69,2.91,3.44,1.45,8.86,189,81,9.76,Low,No,Moderate,1,2.0699999999999994,0.0,24.57737321196359,2.0699999999999994,44.07343434343434,Moderate
32,0,11.76,1.64,3.99,5.75,7.85,198,123,14.39,Medium,No,Moderate,1,2.630000000000001,0.15000000000000036,16.836734693877553,2.630000000000001,58.600627705627716,Moderate
22,1,10.71,4.63,0.57,5.52,5.53,105,156,13.05,Low,No,Moderate,1,2.34,2.4699999999999998,9.80392156862745,2.34,71.65534632034631,High
27,1,7.36,2.53,1.91,5.16,8.03,199,135,10.05,Medium,Yes,Mild,0,2.6900000000000004,0.0,27.038043478260867,2.6900000000000004,39.71782828282828,Moderate
26,0,7.34,4.97,3.02,5.18,8.29,40,84,9.69,High,Yes,Moderate,1,2.35,0.0,5.449591280653952,2.3499999999999996,52.14595959595959,Moderate
32,1,9.88,3.6,0.49,1.98,6.0,197,127,11.19,Low,Yes,Severe,1,1.3099999999999987,2.0,19.939271255060728,1.3099999999999987,56.74003607503607,Moderate
31,2,7.46,3.56,3.96,3.17,8.69,245,19,9.66,High,No,Moderate,1,2.2,0.0,32.84182305630027,2.2,47.95353535353535,Moderate
22,0,10.02,2.6,2.85,3.44,5.95,232,71,12.14,Low,Yes,Severe,1,2.120000000000001,2.05,23.15369261477046,2.120000000000001,62.164740259740256,Moderate
25,0,3.57,5.01,2.6,4.3,4.53,32,82,6.22,Low,Yes,Moderate,1,2.65,3.4699999999999998,8.96358543417367,2.65,57.64523809523809,Moderate
19,0,10.74,4.12,3.43,2.9,8.7,202,122,11.29,Medium,No,Moderate,1,0.5499999999999989,0.0,18.808193668528865,0.5499999999999989,55.32954545454546,Moderate
26,1,6.45,3.06,2.22,4.65,6.41,71,147,6.98,Low,Yes,Mild,0,0.5300000000000002,1.5899999999999999,11.007751937984496,0.5300000000000002,39.80874458874459,Moderate
33,1,6.31,4.29,2.02,3.04,6.24,132,105,8.16,Low,Yes,Moderate,1,1.8500000000000003,1.7599999999999998,20.919175911251983,1.8500000000000005,50.6066378066378,Moderate
33,2,7.59,5.74,0.61,2.85,5.69,190,172,9.71,High,No,Moderate,1,2.120000000000001,2.3099999999999996,25.032938076416336,2.120000000000001,62.87318181818182,Moderate
21,0,11.59,3.74,1.29,1.77,4.76,88,35,13.1,High,Yes,Severe,1,1.5099999999999998,3.24,7.5927523727351165,1.5099999999999998,73.912113997114,High
35,2,3.5,4.97,3.45,0.89,7.91,235,144,5.0,Medium,No,Moderate,1,1.5,0.08999999999999986,67.14285714285714,1.5,35.40191197691197,Moderate
35,2,11.74,3.01,0.9,0.65,4.97,39,15,13.93,Medium,Yes,Severe,1,2.1899999999999995,3.0300000000000002,3.3219761499148213,2.1899999999999995,71.72226551226551,High
25,1,11.51,3.88,2.46,1.23,6.76,33,21,14.3,High,No,Moderate,1,2.790000000000001,1.2400000000000002,2.8670721112076456,2.790000000000001,70.85379509379509,High
34,0,3.37,4.63,2.29,4.48,6.32,70,34,6.18,Medium,No,Moderate,1,2.81,1.6799999999999997,20.77151335311573,2.8099999999999996,44.776616161616154,Moderate
24,1,10.19,2.25,0.37,5.44,6.84,22,117,10.93,High,No,Severe,1,0.7400000000000002,1.1600000000000001,2.158979391560353,0.7400000000000002,44.429227994227986,Moderate
18,1,4.12,1.49,1.2,2.03,5.05,229,157,6.16,Low,No,Moderate,0,2.04,2.95,55.58252427184466,2.04,34.87269841269842,Moderate
23,0,11.99,3.04,1.39,5.98,7.65,101,38,13.33,High,Yes,Severe,1,1.34,0.34999999999999964,8.423686405337781,1.3399999999999999,55.34156565656565,Moderate
35,1,9.86,5.9,2.47,2.92,4.92,179,119,11.94,High,Yes,Moderate,1,2.08,3.08,18.154158215010145,2.08,81.31823232323232,High
25,1,7.7,3.48,3.22,0.88,8.48,46,154,8.79,Medium,No,Moderate,1,1.089999999999999,0.0,5.974025974025974,1.089999999999999,42.233232323232315,Moderate
33,0,11.66,1.05,2.32,5.79,8.55,91,55,12.88,High,Yes,Severe,1,1.2200000000000006,0.0,7.804459691252144,1.2200000000000006,44.857777777777784,Moderate
30,2,3.95,3.41,1.7,2.21,5.55,183,136,4.95,High,Yes,Moderate,0,1.0,2.45,46.32911392405063,1.0,37.17171717171718,Moderate
19,1,6.6,3.9,3.81,4.9,8.38,77,170,7.22,Low,Yes,Moderate,1,0.6200000000000001,0.0,11.666666666666668,0.6200000000000001,39.459545454545456,Moderate
