age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,weekend_usage_difference,sleep_deficit,notification_intensity
31,0,6.44,2.09,3.57,0.93,6.25,65,97,8.35,Low,No,Moderate,1,1.9099999999999993,1.75,10.093167701863353
32,0,8.51,3.1,2.14,4.61,4.64,234,167,10.9,Low,No,Moderate,1,2.3900000000000006,3.3600000000000003,27.497062279670978
29,1,11.82,2.86,1.57,3.44,8.75,163,66,14.45,High,No,Moderate,1,2.629999999999999,-0.75,13.790186125211505
27,2,7.98,1.19,2.69,5.52,5.26,27,76,9.47,Medium,No,Moderate,1,1.4900000000000002,2.74,3.3834586466165413
33,1,6.58,4.58,3.13,2.48,5.13,147,59,7.55,Medium,No,Severe,1,0.9699999999999998,2.87,22.340425531914892
28,0,5.75,3.15,3.82,0.81,5.94,130,17,7.48,High,No,Moderate,0,1.7300000000000004,2.0599999999999996,22.608695652173914
34,0,11.2,1.53,1.94,3.54,5.7,173,43,14.17,High,No,Severe,1,2.9700000000000006,2.3,15.446428571428573
20,1,5.55,1.92,0.07,4.83,5.3,70,46,6.42,High,Yes,Mild,0,0.8700000000000001,2.7,12.612612612612613
33,1,5.38,5.45,1.31,3.6,6.12,173,112,6.68,Medium,Yes,Severe,1,1.2999999999999998,1.88,32.15613382899628
32,0,9.32,0.63,0.46,3.29,7.14,175,83,10.24,Low,No,Moderate,1,0.9199999999999999,0.8600000000000003,18.776824034334762
34,2,8.28,0.82,1.55,2.67,4.56,154,141,11.25,Low,No,Moderate,1,2.9700000000000006,3.4400000000000004,18.599033816425123
22,2,8.04,5.69,0.86,5.6,4.64,167,61,9.71,Low,No,Moderate,1,1.6700000000000017,3.3600000000000003,20.771144278606968
23,1,10.61,3.22,3.3,4.42,6.3,147,55,11.28,Low,No,Severe,1,0.6699999999999999,1.7000000000000002,13.854853911404335
29,1,7.07,1.78,0.49,3.14,5.58,123,73,9.09,High,No,Mild,0,2.0199999999999996,2.42,17.397454031117398
30,0,4.05,5.21,3.5,1.82,7.75,157,57,4.95,High,Yes,Moderate,1,0.9000000000000004,0.25,38.76543209876544
20,0,8.28,2.93,1.9,5.71,5.43,33,64,8.85,Medium,No,Severe,1,0.5700000000000003,2.5700000000000003,3.985507246376812
20,2,5.89,3.77,2.19,5.68,6.68,98,148,6.76,High,No,Mild,0,0.8700000000000001,1.3200000000000003,16.6383701188455
35,0,9.63,5.53,2.73,5.98,4.94,159,77,11.81,Low,Yes,Moderate,1,2.1799999999999997,3.0599999999999996,16.510903426791277
33,1,5.16,4.0,0.62,6.0,6.9,73,120,7.95,High,No,Moderate,0,2.79,1.0999999999999996,14.147286821705427
34,2,7.22,2.09,0.93,0.98,4.79,23,166,8.98,Low,Yes,Moderate,1,1.7600000000000007,3.21,3.1855955678670362
21,0,6.66,0.85,1.0,5.94,7.01,195,109,8.36,High,Yes,Mild,0,1.6999999999999993,0.9900000000000002,29.27927927927928
35,1,9.74,3.83,3.04,3.1,7.06,109,55,11.85,High,Yes,Moderate,1,2.1099999999999994,0.9400000000000004,11.190965092402465
31,0,11.1,2.81,2.1,4.85,5.12,192,128,13.4,Low,No,Severe,1,2.3000000000000007,2.88,17.2972972972973
23,0,8.18,3.68,0.81,5.66,4.8,60,154,10.66,High,Yes,Severe,1,2.4800000000000004,3.2,7.334963325183375
30,1,7.37,4.64,1.36,4.26,5.29,197,17,9.98,Medium,No,Moderate,1,2.6100000000000003,2.71,26.72998643147897
21,0,8.34,1.95,2.69,5.17,5.76,150,150,9.28,Low,Yes,Moderate,1,0.9399999999999995,2.24,17.98561151079137
31,2,7.21,0.67,2.72,4.25,8.12,170,19,7.98,High,No,Mild,0,0.7700000000000005,-0.11999999999999922,23.578363384188627
26,0,9.67,1.27,0.69,5.33,4.72,166,109,11.51,Low,Yes,Moderate,1,1.8399999999999999,3.2800000000000002,17.166494312306103
20,1,7.17,2.06,2.16,4.88,6.77,53,47,7.72,Medium,No,Moderate,1,0.5499999999999998,1.2300000000000004,7.391910739191074
31,1,11.97,1.81,2.14,1.96,7.96,61,78,13.36,High,Yes,Moderate,1,1.3899999999999988,0.040000000000000036,5.096073517126149
19,2,3.63,2.67,3.06,2.53,4.97,37,133,4.79,Medium,Yes,Moderate,0,1.1600000000000001,3.0300000000000002,10.192837465564738
27,1,4.88,4.26,1.57,2.8,6.47,154,89,6.96,Medium,Yes,Moderate,1,2.08,1.5300000000000002,31.557377049180328
29,1,3.17,2.61,3.11,0.76,8.98,46,97,5.4,Medium,No,Mild,0,2.2300000000000004,-0.9800000000000004,14.511041009463723
30,1,3.3,0.7,3.3,2.49,7.62,107,119,5.32,Low,No,Moderate,0,2.0200000000000005,0.3799999999999999,32.42424242424243
23,1,8.29,5.8,2.43,5.93,7.36,197,139,11.04,Low,No,Moderate,1,2.75,0.6399999999999997,23.763570566948133
33,0,3.62,1.85,0.88,0.7,5.03,77,128,5.91,High,No,Moderate,0,2.29,2.9699999999999998,21.2707182320442
21,0,8.52,5.13,3.48,4.5,8.72,184,35,10.39,High,Yes,Severe,1,1.870000000000001,-0.7200000000000006,21.5962441314554
24,1,5.4,0.98,1.32,5.54,6.22,215,57,6.56,Medium,No,Moderate,0,1.1599999999999993,1.7800000000000002,39.81481481481481
32,0,10.9,5.58,2.05,2.13,7.35,50,132,13.73,Low,Yes,Severe,1,2.83,0.6500000000000004,4.587155963302752
30,1,10.3,3.56,1.67,2.93,7.93,87,71,11.83,High,Yes,Severe,1,1.5299999999999994,0.07000000000000028,8.446601941747572
32,2,5.83,5.57,3.77,5.36,6.81,142,18,6.48,Low,No,Moderate,1,0.6500000000000004,1.1900000000000004,24.356775300171527
35,1,11.36,3.57,3.46,2.67,5.25,103,78,12.45,Medium,Yes,Moderate,1,1.0899999999999999,2.75,9.066901408450704
23,1,4.57,0.9,2.25,0.89,4.61,245,161,7.4,Low,Yes,Mild,0,2.83,3.3899999999999997,53.61050328227571
33,1,11.34,5.62,0.98,1.32,5.38,76,28,14.09,Low,Yes,Moderate,1,2.75,2.62,6.701940035273369
35,1,9.26,1.4,0.57,0.55,6.25,55,48,10.44,Medium,No,Severe,1,1.1799999999999997,1.75,5.939524838012959
18,2,6.61,4.9,2.37,3.32,7.82,84,131,8.84,High,Yes,Moderate,1,2.2299999999999995,0.17999999999999972,12.708018154311649
18,2,10.78,1.46,1.6,4.39,7.12,231,83,13.52,Low,Yes,Moderate,1,2.74,0.8799999999999999,21.42857142857143
23,2,9.96,4.71,2.89,5.98,5.1,161,57,12.51,High,No,Moderate,1,2.549999999999999,2.9000000000000004,16.164658634538153
28,2,4.92,3.39,2.79,3.19,5.92,133,83,5.55,High,Yes,Mild,0,0.6299999999999999,2.08,27.03252032520325
26,2,9.78,0.7,3.72,5.5,6.05,94,65,10.64,Low,No,Severe,1,0.8600000000000012,1.9500000000000002,9.611451942740286
25,0,4.06,5.93,2.07,4.68,6.89,65,130,6.08,Medium,No,Severe,1,2.0200000000000005,1.1100000000000003,16.00985221674877
32,1,5.14,4.19,2.97,2.0,5.48,245,49,6.22,Medium,Yes,Severe,1,1.08,2.5199999999999996,47.66536964980545
29,2,4.64,0.68,2.65,5.19,6.98,172,133,5.68,High,Yes,Mild,0,1.04,1.0199999999999996,37.06896551724138
27,2,6.0,4.75,1.01,4.78,5.76,187,30,7.39,Medium,No,Moderate,1,1.3899999999999997,2.24,31.166666666666668
34,2,8.5,0.57,1.81,2.58,5.01,50,176,10.73,Medium,No,Moderate,1,2.2300000000000004,2.99,5.882352941176471
28,2,5.61,0.73,3.25,5.45,8.18,22,55,8.3,Medium,No,Mild,0,2.6900000000000004,-0.17999999999999972,3.9215686274509802
29,2,3.92,3.13,3.82,0.51,5.91,27,55,5.63,High,Yes,Moderate,0,1.71,2.09,6.887755102040816
23,2,11.85,0.82,0.03,0.71,7.14,235,37,12.62,High,Yes,Moderate,1,0.7699999999999996,0.8600000000000003,19.831223628691983
23,0,10.37,5.37,0.45,5.77,4.52,238,154,12.98,High,No,Moderate,1,2.610000000000001,3.4800000000000004,22.95081967213115
21,1,11.02,1.08,2.01,5.13,6.41,93,29,13.52,Medium,Yes,Severe,1,2.5,1.5899999999999999,8.439201451905626
29,1,11.3,5.43,1.47,1.72,6.67,166,137,14.18,Low,No,Severe,1,2.879999999999999,1.33,14.690265486725663
23,0,11.28,4.59,0.21,3.52,5.4,55,148,12.35,Low,No,Severe,1,1.0700000000000003,2.5999999999999996,4.875886524822695
27,2,5.29,3.86,0.86,1.96,5.18,94,115,6.8,Medium,No,Moderate,0,1.5099999999999998,2.8200000000000003,17.76937618147448
26,0,7.6,1.35,3.59,5.11,4.6,47,89,8.66,Low,Yes,Mild,0,1.0600000000000005,3.4000000000000004,6.184210526315789
19,0,8.43,4.5,2.95,3.03,4.7,204,77,8.96,Medium,Yes,Moderate,1,0.5300000000000011,3.3,24.19928825622776
19,2,7.53,4.97,1.48,5.12,5.42,218,104,9.28,Low,No,Moderate,1,1.7499999999999991,2.58,28.95086321381142
21,2,9.75,5.66,1.0,1.47,6.94,151,43,11.16,High,No,Severe,1,1.4100000000000001,1.0599999999999996,15.487179487179487
25,0,8.1,5.33,0.04,1.73,7.11,187,177,10.05,Low,No,Severe,1,1.950000000000001,0.8899999999999997,23.08641975308642
22,1,7.97,3.16,2.2,4.07,4.95,213,41,9.53,High,Yes,Moderate,1,1.5599999999999996,3.05,26.725219573400253
24,2,10.7,1.28,0.94,2.11,5.03,41,133,13.7,High,Yes,Severe,1,3.0,2.9699999999999998,3.8317757009345796
25,2,4.37,2.48,1.22,4.49,7.81,105,96,5.54,High,No,Moderate,0,1.17,0.1900000000000004,24.027459954233407
22,2,3.78,1.5,0.08,5.23,8.38,120,50,5.35,Medium,Yes,Moderate,0,1.5699999999999998,-0.3800000000000008,31.746031746031747
27,2,5.67,3.1,3.86,4.02,8.86,173,145,8.27,High,No,Moderate,0,2.5999999999999996,-0.8599999999999994,30.511463844797177
31,0,7.48,2.1,0.93,5.05,7.28,161,169,10.23,High,No,Mild,0,2.75,0.7199999999999998,21.524064171122994
35,0,7.61,2.19,2.62,4.3,6.1,110,97,10.31,Low,Yes,Mild,0,2.7,1.9000000000000004,14.45466491458607
25,2,8.44,2.34,0.86,5.88,5.38,74,106,11.06,Low,No,Severe,1,2.620000000000001,2.62,8.767772511848342
33,1,11.79,0.92,1.07,4.73,8.76,175,62,14.61,High,No,Moderate,1,2.8200000000000003,-0.7599999999999998,14.843087362171334
32,1,9.97,5.4,0.42,2.5,5.31,186,109,11.22,Medium,No,Severe,1,1.25,2.6900000000000004,18.655967903711133
21,0,8.13,5.58,3.7,1.95,6.3,197,41,8.93,Low,Yes,Moderate,1,0.7999999999999989,1.7000000000000002,24.23124231242312
27,2,9.0,5.49,1.42,4.02,6.96,123,45,11.11,High,No,Moderate,1,2.1099999999999994,1.04,13.666666666666666
29,0,5.94,1.01,3.44,4.63,6.92,24,64,6.48,High,Yes,Mild,0,0.54,1.08,4.04040404040404
33,2,3.84,5.87,1.85,3.06,8.9,83,175,5.49,Low,Yes,Moderate,1,1.6500000000000004,-0.9000000000000004,21.614583333333336
27,1,8.75,5.5,3.78,3.01,4.7,70,122,11.3,Medium,Yes,Severe,1,2.5500000000000007,3.3,8.0
22,2,8.0,4.62,2.48,3.57,7.93,169,84,10.28,High,No,Severe,1,2.2799999999999994,0.07000000000000028,21.125
19,1,6.55,3.99,1.36,2.28,8.96,171,160,9.08,Medium,Yes,Moderate,1,2.5300000000000002,-0.9600000000000009,26.106870229007633
33,0,9.23,4.16,2.43,1.06,8.12,46,101,10.22,High,No,Severe,1,0.9900000000000002,-0.11999999999999922,4.9837486457204765
25,2,9.87,2.6,0.88,5.92,8.28,21,22,11.14,Medium,Yes,Moderate,1,1.2700000000000014,-0.27999999999999936,2.127659574468085
23,1,4.82,0.52,3.32,2.58,6.91,211,146,7.03,High,Yes,Moderate,0,2.21,1.0899999999999999,43.77593360995851
27,2,8.33,1.59,2.04,3.23,6.94,231,82,9.52,High,Yes,Moderate,1,1.1899999999999995,1.0599999999999996,27.73109243697479
20,1,7.35,0.78,0.59,1.29,5.0,158,164,8.62,Medium,Yes,Mild,0,1.2699999999999996,3.0,21.496598639455783
18,2,3.06,4.46,0.85,3.64,5.22,243,44,4.4,Low,No,Severe,1,1.3400000000000003,2.7800000000000002,79.41176470588235
22,2,7.56,4.76,2.79,1.06,5.14,28,100,9.54,Low,Yes,Moderate,1,1.9799999999999995,2.8600000000000003,3.7037037037037037
26,2,9.07,5.42,2.81,1.59,4.53,56,96,10.61,Low,Yes,Moderate,1,1.5399999999999991,3.4699999999999998,6.174200661521499
21,0,7.06,1.4,2.92,0.79,8.53,204,97,9.63,Medium,Yes,Mild,0,2.570000000000001,-0.5299999999999994,28.89518413597734
25,0,11.1,4.44,2.56,3.47,6.38,47,86,12.98,Low,Yes,Severe,1,1.8800000000000008,1.62,4.2342342342342345
29,2,10.74,2.68,2.31,0.61,4.62,182,170,11.34,High,No,Severe,1,0.5999999999999996,3.38,16.945996275605214
28,1,6.74,5.35,1.8,5.37,5.55,66,157,7.57,Low,No,Severe,1,0.8300000000000001,2.45,9.792284866468842
18,1,9.25,3.11,1.23,3.17,7.77,22,103,9.95,Low,No,Severe,1,0.6999999999999993,0.23000000000000043,2.3783783783783785
27,2,8.12,1.11,1.7,1.15,7.79,40,53,9.94,Low,No,Severe,1,1.8200000000000003,0.20999999999999996,4.926108374384237
20,0,11.67,2.67,0.69,1.83,5.11,123,151,13.22,Medium,Yes,Moderate,1,1.5500000000000007,2.8899999999999997,10.539845758354756
33,1,4.28,2.68,2.67,0.52,6.13,173,17,6.95,Medium,Yes,Moderate,0,2.67,1.87,40.42056074766355
24,2,10.71,2.2,2.38,1.68,8.62,92,167,13.56,High,Yes,Moderate,1,2.8499999999999996,-0.6199999999999992,8.590102707749766
33,1,9.97,4.05,2.01,5.97,6.61,148,147,12.25,Low,Yes,Moderate,1,2.2799999999999994,1.3899999999999997,14.844533600802407
30,1,10.93,3.61,0.35,5.33,4.73,231,122,11.85,Medium,No,Moderate,1,0.9199999999999999,3.2699999999999996,21.134492223238794
29,2,4.56,0.62,0.8,2.82,6.02,144,41,7.04,High,No,Mild,0,2.4800000000000004,1.9800000000000004,31.578947368421055
24,2,4.97,4.15,1.15,0.61,8.7,163,19,5.66,Medium,Yes,Severe,1,0.6900000000000004,-0.6999999999999993,32.79678068410463
27,1,7.46,4.44,3.44,4.72,5.04,65,101,8.62,High,Yes,Severe,1,1.1599999999999993,2.96,8.713136729222521
35,0,10.04,3.56,1.18,3.02,6.27,65,58,11.95,Low,No,Severe,1,1.9100000000000001,1.7300000000000004,6.474103585657371
18,1,7.33,1.36,1.88,2.85,7.18,183,165,9.57,Medium,Yes,Moderate,1,2.24,0.8200000000000003,24.965893587994543
19,2,5.36,4.88,3.08,0.98,8.5,139,91,7.97,Medium,Yes,Severe,1,2.6099999999999994,-0.5,25.93283582089552
19,1,7.32,0.51,0.17,2.94,5.79,139,77,8.42,Medium,Yes,Moderate,1,1.0999999999999996,2.21,18.989071038251364
18,2,10.02,0.54,3.37,1.6,5.45,42,148,11.56,High,Yes,Severe,1,1.540000000000001,2.55,4.1916167664670665
20,2,10.8,4.3,2.48,5.26,6.19,204,114,11.88,Low,Yes,Moderate,1,1.08,1.8099999999999996,18.88888888888889
21,0,7.51,0.5,1.91,3.95,7.95,152,166,10.43,High,No,Mild,0,2.92,0.04999999999999982,20.239680426098534
20,0,8.52,4.3,1.11,5.13,6.27,135,37,10.16,High,No,Severe,1,1.6400000000000006,1.7300000000000004,15.845070422535212
29,0,9.97,0.6,2.55,5.64,8.69,121,143,12.12,High,Yes,Severe,1,2.1499999999999986,-0.6899999999999995,12.136409227683048
33,2,11.4,5.9,2.29,4.8,4.76,227,176,12.38,High,No,Severe,1,0.9800000000000004,3.24,19.912280701754387
35,2,7.15,0.89,3.54,5.41,5.62,67,31,7.94,Medium,Yes,Moderate,1,0.79,2.38,9.37062937062937
27,0,6.5,3.74,0.43,4.97,8.78,141,163,9.05,High,Yes,Mild,0,2.5500000000000007,-0.7799999999999994,21.692307692307693
26,0,7.72,1.74,0.99,2.56,5.08,190,105,10.06,Medium,Yes,Mild,0,2.3400000000000007,2.92,24.611398963730572
27,0,5.97,0.65,0.54,1.1,7.74,205,76,8.52,High,No,Mild,0,2.55,0.2599999999999998,34.33835845896147
21,1,8.03,3.76,2.34,5.56,7.31,26,65,9.52,High,No,Moderate,1,1.4900000000000002,0.6900000000000004,3.2378580323785804
35,1,10.45,2.88,1.95,5.07,7.01,75,69,11.42,Low,Yes,Moderate,1,0.9700000000000006,0.9900000000000002,7.177033492822967
25,2,9.04,3.47,2.03,1.97,5.08,50,99,10.47,Medium,Yes,Moderate,1,1.4300000000000015,2.92,5.5309734513274345
34,0,9.84,2.74,0.57,5.52,4.63,40,177,11.5,High,No,Moderate,1,1.6600000000000001,3.37,4.065040650406504
31,1,3.8,2.02,3.95,2.2,4.84,120,153,6.02,High,Yes,Mild,0,2.2199999999999998,3.16,31.578947368421055
33,2,9.11,3.77,2.49,3.63,7.07,177,86,11.76,High,Yes,Moderate,1,2.6500000000000004,0.9299999999999997,19.42919868276619
34,0,8.56,3.37,3.41,2.62,5.32,216,162,9.63,High,No,Severe,1,1.0700000000000003,2.6799999999999997,25.233644859813083
19,1,7.56,2.78,1.64,4.53,4.64,62,60,9.52,High,No,Mild,0,1.96,3.3600000000000003,8.201058201058201
27,0,8.31,5.74,1.39,2.56,5.72,141,114,8.96,High,No,Severe,1,0.6500000000000004,2.2800000000000002,16.967509025270758
25,2,10.99,4.5,3.07,1.18,7.2,67,26,12.95,High,No,Severe,1,1.959999999999999,0.7999999999999998,6.096451319381256
25,2,11.43,3.21,1.87,1.08,8.34,213,124,14.12,High,Yes,Severe,1,2.6899999999999995,-0.33999999999999986,18.635170603674542
27,1,11.4,1.18,0.14,1.47,4.63,65,163,12.07,Low,No,Moderate,1,0.6699999999999999,3.37,5.701754385964912
32,2,5.33,0.81,1.34,3.81,5.25,108,113,6.62,Low,No,Moderate,0,1.29,2.75,20.26266416510319
22,1,9.74,3.96,0.07,2.55,4.66,33,161,12.72,Medium,Yes,Moderate,1,2.9800000000000004,3.34,3.3880903490759753
34,2,7.75,4.4,2.11,2.86,8.09,80,65,9.57,High,No,Moderate,1,1.8200000000000003,-0.08999999999999986,10.32258064516129
32,2,4.36,5.68,3.88,5.83,7.01,157,42,5.75,Low,Yes,Severe,1,1.3899999999999997,0.9900000000000002,36.0091743119266
23,1,7.55,1.04,2.82,0.63,5.45,221,163,10.0,Medium,Yes,Moderate,1,2.45,2.55,29.271523178807946
20,2,4.87,2.45,3.1,2.54,6.33,155,146,7.76,High,Yes,Moderate,0,2.8899999999999997,1.67,31.827515400410675
32,2,9.11,4.47,0.16,3.05,5.69,177,154,11.64,Low,Yes,Moderate,1,2.530000000000001,2.3099999999999996,19.42919868276619
35,1,3.81,2.9,2.74,0.55,7.99,165,155,6.74,High,Yes,Moderate,0,2.93,0.009999999999999787,43.30708661417323
34,1,4.0,5.8,0.39,1.81,7.55,28,42,6.46,Low,No,Severe,1,2.46,0.4500000000000002,7.0
24,2,4.77,2.37,3.8,5.12,4.75,245,132,5.37,Medium,Yes,Moderate,0,0.6000000000000005,3.25,51.36268343815514
31,0,10.88,4.52,1.79,0.96,6.39,152,120,12.72,Low,Yes,Moderate,1,1.8399999999999999,1.6100000000000003,13.970588235294116
33,2,6.8,2.73,2.45,1.9,7.3,247,137,9.0,Medium,Yes,Moderate,1,2.2,0.7000000000000002,36.32352941176471
29,0,9.79,2.71,3.31,3.52,6.28,196,29,12.06,High,Yes,Moderate,1,2.2700000000000014,1.7199999999999998,20.020429009193055
21,0,7.05,3.96,2.22,4.2,8.61,30,75,8.11,Low,Yes,Mild,0,1.0599999999999996,-0.6099999999999994,4.25531914893617
30,1,6.54,0.69,3.31,5.27,5.97,73,157,9.22,Medium,No,Mild,0,2.6800000000000006,2.0300000000000002,11.162079510703364
31,1,7.65,5.05,2.48,3.22,8.0,139,78,9.23,Low,Yes,Moderate,1,1.58,0.0,18.169934640522875
21,0,9.41,3.93,3.7,5.09,7.1,110,41,10.53,Low,Yes,Moderate,1,1.1199999999999992,0.9000000000000004,11.689691817215728
25,1,3.2,3.49,1.5,5.83,6.75,41,20,5.61,Low,Yes,Mild,0,2.41,1.25,12.8125
28,0,8.82,4.88,1.83,4.79,6.45,239,169,10.12,High,No,Moderate,1,1.299999999999999,1.5499999999999998,27.09750566893424
21,2,9.3,5.82,0.76,2.43,6.11,159,52,10.53,Medium,Yes,Moderate,1,1.2299999999999986,1.8899999999999997,17.096774193548384
18,2,10.72,3.3,1.79,5.75,5.26,242,69,12.18,Low,Yes,Severe,1,1.459999999999999,2.74,22.57462686567164
21,0,10.04,6.0,1.36,0.51,5.9,240,102,12.9,Medium,Yes,Severe,1,2.860000000000001,2.0999999999999996,23.904382470119526
34,1,11.51,5.67,3.2,0.78,6.91,120,67,12.88,Medium,Yes,Moderate,1,1.370000000000001,1.0899999999999999,10.425716768027803
29,0,5.75,1.82,3.73,4.55,5.27,159,60,7.79,Low,No,Moderate,0,2.04,2.7300000000000004,27.652173913043477
27,2,5.09,3.95,2.48,5.59,7.39,35,30,7.55,High,No,Moderate,0,2.46,0.6100000000000003,6.8762278978389
20,2,10.24,2.85,3.49,3.96,8.38,210,31,11.16,Low,Yes,Severe,1,0.9199999999999999,-0.3800000000000008,20.5078125
27,2,10.08,3.2,0.61,3.38,8.15,151,88,11.85,High,Yes,Severe,1,1.7699999999999996,-0.15000000000000036,14.98015873015873
34,0,3.14,1.21,1.34,0.75,4.97,115,134,5.41,High,Yes,Moderate,0,2.27,3.0300000000000002,36.62420382165605
26,0,4.63,5.04,1.22,0.93,7.88,25,160,6.64,Low,Yes,Moderate,1,2.01,0.1200000000000001,5.399568034557236
30,2,10.19,2.39,2.15,3.61,6.32,48,21,12.37,Medium,No,Severe,1,2.1799999999999997,1.6799999999999997,4.710500490677135
21,2,9.33,2.07,3.12,1.6,4.56,35,35,10.41,Medium,Yes,Severe,1,1.08,3.4400000000000004,3.7513397642015005
29,2,7.09,2.23,1.03,4.33,5.26,100,109,9.47,High,No,Mild,0,2.380000000000001,2.74,14.104372355430185
28,1,6.29,2.43,1.46,1.31,4.81,20,147,8.01,Low,No,Moderate,1,1.7199999999999998,3.1900000000000004,3.179650238473768
23,0,4.55,5.63,2.69,2.09,6.29,172,130,5.45,High,No,Moderate,1,0.9000000000000004,1.71,37.8021978021978
26,1,10.15,4.44,2.37,3.0,6.44,96,147,12.51,Medium,Yes,Moderate,1,2.3599999999999994,1.5599999999999996,9.458128078817733
25,1,9.16,0.67,2.9,3.04,5.21,116,131,11.6,Low,No,Severe,1,2.4399999999999995,2.79,12.663755458515285
34,1,4.23,3.32,2.5,1.98,6.39,33,160,6.33,Low,No,Moderate,0,2.0999999999999996,1.6100000000000003,7.801418439716311
22,0,10.44,4.45,3.06,0.59,8.02,70,28,12.8,Low,Yes,Moderate,1,2.360000000000001,-0.019999999999999574,6.704980842911878
25,0,5.22,3.46,1.64,2.14,6.34,126,150,6.73,Low,No,Moderate,0,1.5100000000000007,1.6600000000000001,24.137931034482758
25,0,11.12,5.98,3.25,1.51,8.53,40,168,11.66,Low,No,Moderate,1,0.5400000000000009,-0.5299999999999994,3.5971223021582737
31,0,8.14,1.97,0.95,4.84,7.66,198,80,9.28,High,No,Severe,1,1.1399999999999988,0.33999999999999986,24.324324324324323
22,1,8.84,4.44,0.06,2.94,7.27,183,26,11.72,Low,Yes,Moderate,1,2.880000000000001,0.7300000000000004,20.70135746606335
31,0,9.97,4.85,0.36,2.36,7.35,162,133,10.73,Medium,Yes,Severe,1,0.7599999999999998,0.6500000000000004,16.248746238716148
31,1,5.35,4.67,3.61,2.7,6.89,163,163,6.23,High,No,Moderate,1,0.8800000000000008,1.1100000000000003,30.46728971962617
27,0,9.55,4.56,2.46,5.94,7.07,198,180,12.34,Medium,No,Moderate,1,2.789999999999999,0.9299999999999997,20.732984293193716
34,1,3.56,5.72,3.83,1.1,5.59,150,169,5.85,Medium,No,Moderate,1,2.2899999999999996,2.41,42.13483146067416
31,1,8.93,3.61,3.94,5.79,4.96,68,171,11.07,High,Yes,Severe,1,2.1400000000000006,3.04,7.61478163493841
31,2,11.68,3.16,2.83,2.07,6.77,180,46,14.12,Medium,Yes,Moderate,1,2.4399999999999995,1.2300000000000004,15.41095890410959
25,1,11.39,5.34,3.53,1.79,6.11,184,145,12.15,Low,Yes,Moderate,1,0.7599999999999998,1.8899999999999997,16.154521510096576
20,1,7.13,3.86,2.82,2.06,5.95,138,32,8.98,Low,No,Mild,0,1.8500000000000005,2.05,19.35483870967742
23,1,10.74,0.65,0.47,2.64,4.94,201,154,13.15,Medium,Yes,Severe,1,2.41,3.0599999999999996,18.71508379888268
19,0,6.73,0.66,3.92,5.29,6.2,21,62,8.04,High,Yes,Mild,0,1.3099999999999987,1.7999999999999998,3.1203566121842496
21,2,7.23,1.83,3.13,2.69,7.44,202,179,8.97,Low,Yes,Moderate,1,1.7400000000000002,0.5599999999999996,27.939142461964035
22,1,7.52,2.1,1.64,4.14,6.98,128,74,8.2,High,No,Moderate,1,0.6799999999999997,1.0199999999999996,17.02127659574468
28,0,6.74,2.58,1.94,2.91,7.47,20,97,9.49,Medium,Yes,Mild,0,2.75,0.5300000000000002,2.9673590504451037
30,2,8.37,1.02,3.65,1.64,4.59,183,96,9.23,Medium,Yes,Severe,1,0.8600000000000012,3.41,21.863799283154123
31,0,8.96,3.72,1.72,5.7,6.51,152,124,11.0,High,Yes,Moderate,1,2.039999999999999,1.4900000000000002,16.96428571428571
35,2,4.57,4.93,0.48,5.02,4.55,49,77,6.31,High,No,Severe,1,1.7399999999999993,3.45,10.722100656455142
19,1,5.61,3.61,3.5,3.15,5.45,80,93,6.35,Low,Yes,Moderate,0,0.7399999999999993,2.55,14.260249554367201
29,0,6.21,4.64,3.45,0.8,6.92,23,135,7.98,High,Yes,Moderate,1,1.7700000000000005,1.08,3.7037037037037037
29,1,6.39,4.26,2.82,2.09,5.54,58,21,7.19,Low,Yes,Moderate,1,0.8000000000000007,2.46,9.076682316118937
24,0,8.13,4.01,2.6,1.99,5.61,135,35,9.21,Low,No,Severe,1,1.08,2.3899999999999997,16.605166051660515
23,0,8.64,3.54,0.52,1.11,6.25,186,95,11.6,High,No,Moderate,1,2.959999999999999,1.75,21.527777777777775
20,0,5.9,5.67,3.93,2.59,7.53,130,30,7.52,Medium,No,Severe,1,1.6199999999999992,0.46999999999999975,22.033898305084744
20,0,4.32,1.65,2.92,2.73,8.19,163,71,5.48,Medium,No,Mild,0,1.1600000000000001,-0.1899999999999995,37.73148148148148
21,0,9.17,5.1,2.38,5.1,4.61,235,145,10.25,Medium,No,Moderate,1,1.08,3.3899999999999997,25.627044711014175
19,2,6.91,5.61,3.88,5.46,4.82,234,170,8.71,Low,Yes,Moderate,1,1.8000000000000007,3.1799999999999997,33.86396526772793
28,0,8.61,3.25,3.86,5.38,7.81,79,60,10.44,High,No,Moderate,1,1.83,0.1900000000000004,9.175377468060395
28,2,4.05,2.85,2.79,4.33,8.92,118,103,4.78,High,Yes,Moderate,0,0.7300000000000004,-0.9199999999999999,29.135802469135804
22,1,11.39,1.44,1.66,3.88,5.39,215,101,13.17,Low,No,Severe,1,1.7799999999999994,2.6100000000000003,18.876207199297628
28,2,4.35,0.68,3.65,3.51,5.14,101,52,5.8,High,No,Moderate,0,1.4500000000000002,2.8600000000000003,23.218390804597703
