age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,weekend_usage_difference,sleep_deficit,notification_intensity,weekend_overuse,DEI,DEI_Category,attention_score,attention_category,addiction_level_num,NDI,dependency_category,attention_inverse,Aggression_Risk,Aggression_Category,Wellbeing_Score,Wellbeing_Category,Cluster,User_Segment,Recommendation
21,0,10.09,1.32,3.05,3.54,5.21,215,72,12.14,High,No,Severe,1,2.0500000000000007,2.79,21.308225966303272,2.0500000000000007,61.06735209235209,Moderate,54.61479437229438,Moderate,3,68.58148880105401,High,45.38520562770562,65.86555801085055,Moderate,42.73146882676191,Average,1,At-Risk,Disable non-essential notifications; Improve sleep schedule
20,0,9.99,5.35,1.89,2.55,5.94,226,87,10.56,Medium,No,Severe,1,0.5700000000000003,2.06,22.62262262262262,0.5700000000000003,66.00521645021644,High,48.57343506493507,Moderate,3,73.27055335968379,High,51.42656493506493,72.18652106676386,High,38.52863757497508,Poor,1,At-Risk,Reduce daily screen time; Disable non-essential notifications; Improve sleep schedule; Practice digital detox
29,2,4.73,2.12,0.45,1.61,8.94,178,25,7.26,Low,Yes,Mild,0,2.53,0.0,37.63213530655391,2.53,23.336414141414146,Low,91.77407575757576,High,1,29.048023715415017,Low,8.225924242424242,19.79912977729929,Low,81.85864498224129,Excellent,2,High-Risk,Maintain current habits
21,2,5.5,1.08,2.76,5.26,6.62,161,132,7.29,Medium,No,Mild,0,1.79,1.38,29.27272727272728,1.79,32.304300144300136,Low,80.74870995670996,High,1,50.44137022397892,Moderate,19.25129004329004,36.877704179869696,Moderate,67.14860827916172,Average,2,High-Risk,Improve sleep schedule
24,0,9.2,5.53,0.0,5.08,8.78,212,92,10.55,High,No,Moderate,1,1.3500000000000014,0.0,23.043478260869566,1.3500000000000014,50.37474747474748,Moderate,63.787575757575766,Moderate,2,63.3840579710145,Moderate,36.21242424242424,55.9900244032489,Moderate,54.24727060389563,Average,0,Healthy,Maintain current habits
29,0,5.07,1.68,0.83,5.47,8.32,196,162,7.75,Low,No,Moderate,0,2.68,0.0,38.65877712031558,2.68,24.20863636363636,Low,89.56240909090909,High,2,68.91442687747033,High,10.437590909090916,38.30736036750688,Moderate,69.60757420574353,Average,2,High-Risk,Disable non-essential notifications
27,0,5.47,5.72,2.89,1.16,8.63,116,166,6.76,Low,No,Moderate,1,1.29,0.0,21.20658135283364,1.29,43.71782828282828,Moderate,71.95965151515153,High,2,58.255665349143605,Moderate,28.040348484848465,47.97341365624331,Moderate,60.44129326557317,Average,0,Healthy,Maintain current habits
23,2,11.32,0.76,2.32,4.77,8.96,203,145,12.75,Medium,Yes,Moderate,1,1.4299999999999995,0.0,17.93286219081272,1.4299999999999995,43.05737373737373,Moderate,66.04278787878789,Moderate,2,76.79025032938075,High,33.95721212121211,58.290911934675336,Moderate,53.906806073215485,Average,0,Healthy,Disable non-essential notifications
33,1,11.2,3.29,2.3,1.8,8.98,200,170,12.88,Medium,No,Moderate,1,1.6800000000000015,0.0,17.857142857142858,1.6800000000000015,55.04070707070706,Moderate,57.8177878787879,Moderate,2,81.43675889328061,High,42.1822121212121,67.9726059658467,High,46.08191692242648,Average,1,At-Risk,Disable non-essential notifications; Practice digital detox
24,2,11.91,3.22,2.22,2.66,6.75,227,48,13.48,Low,No,Severe,1,1.5700000000000005,1.25,19.059613769941222,1.5700000000000005,63.9864935064935,Moderate,48.80405194805195,Moderate,3,68.35,High,51.19594805194805,69.25598320346413,High,41.33619472727259,Average,1,At-Risk,Disable non-essential notifications; Improve sleep schedule; Practice digital detox
22,0,5.37,0.88,1.32,5.54,7.33,185,77,6.15,Low,No,Mild,0,0.7800000000000002,0.6699999999999999,34.45065176908752,0.7800000000000002,19.192510822510823,Low,89.05224675324675,High,1,42.210210803689066,Moderate,10.947753246753251,25.218151663249945,Low,77.02278141012101,Excellent,2,High-Risk,Maintain current habits
27,1,11.88,2.3,3.19,5.94,5.98,46,100,13.84,High,Yes,Severe,1,1.959999999999999,2.02,3.872053872053872,1.959999999999999,68.07300865800865,High,46.51309740259741,Moderate,3,51.78682476943347,Moderate,53.48690259740259,64.48043120633795,Moderate,42.88624742143968,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule
25,1,11.41,2.81,3.13,1.39,8.9,248,113,12.1,High,No,Moderate,1,0.6899999999999995,0.0,21.735319894829097,0.6899999999999995,51.79055555555555,Moderate,57.71783333333333,Moderate,2,77.0001976284585,High,42.28216666666667,64.96452575821597,Moderate,48.12299272168702,Average,1,At-Risk,Disable non-essential notifications
21,1,7.37,1.08,3.75,3.96,5.6,58,157,10.09,Medium,No,Moderate,1,2.72,2.4000000000000004,7.869742198100407,2.72,51.60009379509379,Moderate,65.82497186147187,Moderate,2,50.68715415019762,Moderate,34.175028138528134,50.04978847880882,Moderate,54.80256900780727,Average,0,Healthy,Improve sleep schedule
35,0,8.54,3.38,1.89,2.93,7.46,39,45,9.95,Medium,No,Moderate,1,1.41,0.54,4.566744730679157,1.41,46.086067821067815,Moderate,65.87917965367966,Moderate,2,25.98827404479578,Low,34.12082034632034,37.415376073039,Moderate,64.89227572092193,Average,2,High-Risk,Maintain current habits
27,2,4.93,1.84,2.56,3.41,6.84,80,113,7.54,Medium,Yes,Moderate,0,2.6100000000000003,1.16,16.227180527383368,2.6100000000000003,35.06503607503607,Moderate,80.85048917748918,High,2,40.63498023715415,Moderate,19.14951082251082,33.54753923347053,Moderate,69.16976080203632,Average,2,High-Risk,Improve sleep schedule
32,0,5.27,1.08,3.27,3.52,6.98,55,156,7.49,High,No,Mild,0,2.2200000000000006,1.0199999999999996,10.436432637571158,2.2200000000000006,32.347712842712845,Low,81.38068614718615,High,1,39.01851119894598,Moderate,18.61931385281385,31.677252695943064,Low,70.75198748929698,Excellent,2,High-Risk,Improve sleep schedule
21,0,8.29,5.99,2.19,5.03,7.35,195,64,8.92,Medium,No,Severe,1,0.6300000000000008,0.6500000000000004,23.522316043425818,0.6300000000000008,55.23605339105339,Moderate,57.99418398268398,Moderate,3,60.84104084321476,Moderate,42.00581601731602,59.04713434154534,Moderate,49.91396352716709,Average,1,At-Risk,Maintain current habits
35,1,6.66,4.08,1.52,5.23,5.63,210,65,9.25,Low,Yes,Moderate,1,2.59,2.37,31.53153153153153,2.59,56.20891774891776,Moderate,63.977324675324674,Moderate,2,53.11910408432146,Moderate,36.022675324675326,53.49197991998768,Moderate,52.123350160505524,Average,0,Healthy,Improve sleep schedule
18,2,6.67,2.71,0.09,4.08,6.7,177,143,7.77,Low,No,Mild,0,1.0999999999999996,1.2999999999999998,26.53673163418291,1.0999999999999996,34.37124819624819,Moderate,77.52362554112555,High,1,57.15948616600791,Moderate,22.47637445887445,41.87939383074477,Moderate,63.65046930546232,Average,0,Healthy,Improve sleep schedule
18,2,4.63,3.27,2.67,5.58,7.19,71,145,6.85,Low,No,Mild,0,2.22,0.8099999999999996,15.33477321814255,2.22,37.1133694083694,Moderate,78.81098917748918,High,1,38.05329380764163,Moderate,21.189010822510824,34.01062157436247,Moderate,68.8427024034717,Average,2,High-Risk,Maintain current habits
22,2,10.5,4.71,0.22,0.91,4.98,247,56,11.42,Medium,No,Moderate,1,0.92,3.02,23.52380952380953,0.92,67.79017316017317,High,48.37294805194806,Moderate,2,63.24044795783925,Moderate,51.62705194805194,68.54915697982267,High,39.61387798699988,Poor,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
32,1,7.16,3.7,2.58,1.51,6.61,70,123,8.25,Medium,Yes,Mild,0,1.09,1.3899999999999997,9.776536312849162,1.09,47.47608946608946,Moderate,66.22717316017315,Moderate,1,37.45111989459815,Moderate,33.77282683982685,42.71373976410956,Moderate,60.711844637993515,Average,0,Healthy,Improve sleep schedule
18,1,5.93,1.71,3.37,1.26,4.72,37,177,6.65,High,Yes,Moderate,0,0.7200000000000006,3.28,6.239460370994942,0.7200000000000006,44.94230158730159,Moderate,69.69230952380954,Moderate,2,49.33392621870883,Moderate,30.30769047619046,45.5019334972783,Moderate,57.700042191983954,Average,0,Healthy,Improve sleep schedule
18,0,7.32,3.39,3.75,5.63,7.46,231,34,9.39,Low,Yes,Mild,0,2.0700000000000003,0.54,31.557377049180328,2.0700000000000003,48.67707792207793,Moderate,65.95187662337662,Moderate,1,43.33899868247694,Moderate,34.04812337662338,45.79797735280645,Moderate,59.53879716707715,Average,0,Healthy,Maintain current habits
24,0,9.72,4.67,3.17,2.78,8.75,230,39,10.37,Low,No,Severe,1,0.6499999999999986,0.0,23.662551440329217,0.6499999999999986,53.61287878787879,Moderate,58.161136363636366,Moderate,3,63.247430830039534,Moderate,41.838863636363634,59.4538540539485,Moderate,51.22755693802103,Average,1,At-Risk,Maintain current habits
23,0,11.17,0.76,1.39,0.78,7.15,167,35,11.84,High,No,Moderate,1,0.6699999999999999,0.8499999999999996,14.95076096687556,0.6699999999999999,41.96618326118325,Moderate,64.59514502164504,Moderate,2,47.72865612648221,Moderate,35.40485497835496,45.944525063503406,Moderate,59.59958770637574,Average,0,Healthy,Maintain current habits
34,1,3.25,4.92,2.51,0.96,7.62,234,97,3.81,High,No,Moderate,1,0.56,0.3799999999999999,72.0,0.56,29.74955988455988,Low,82.96013203463203,High,2,57.8758234519104,Moderate,17.039867965367975,38.26666683102188,Moderate,67.75548492421427,Average,2,High-Risk,Maintain current habits
23,0,9.53,2.39,3.36,1.12,5.25,148,131,11.97,Medium,Yes,Moderate,1,2.4400000000000013,2.75,15.5299055613851,2.4400000000000013,65.85963924963926,Moderate,52.33210822510823,Moderate,2,62.46765480895915,Moderate,47.66789177489177,65.85646542515961,Moderate,42.11272187955688,Average,1,At-Risk,Improve sleep schedule
32,1,10.22,1.57,0.22,3.17,7.01,132,172,12.19,Medium,Yes,Severe,1,1.9699999999999989,0.9900000000000002,12.915851272015654,1.9699999999999989,45.028556998557,Moderate,66.3814329004329,Moderate,3,77.3798418972332,High,33.6185670995671,59.08699007030129,Moderate,51.328273730498786,Average,0,Healthy,Disable non-essential notifications
20,1,3.28,2.53,1.21,1.91,7.67,148,45,5.75,Medium,No,Moderate,0,2.47,0.33,45.1219512195122,2.47,23.10687590187589,Low,91.69293722943723,High,2,33.80856389986825,Moderate,8.307062770562766,21.815301149281407,Low,79.36715424099633,Excellent,2,High-Risk,Maintain current habits
29,0,8.0,4.87,1.18,4.48,6.03,172,31,10.54,Medium,No,Moderate,1,2.539999999999999,1.97,21.5,2.539999999999999,61.67522366522367,Moderate,58.04743290043291,Moderate,2,42.357707509881415,Moderate,41.95256709956709,53.25886522532334,Moderate,51.56505266804917,Average,0,Healthy,Improve sleep schedule
23,0,5.71,5.27,2.46,3.9,4.75,66,73,7.92,High,No,Severe,1,2.21,3.25,11.558669001751314,2.21,63.78213564213564,Moderate,59.00535930735933,Moderate,3,38.81969696969697,Moderate,40.99464069264067,52.05092102066752,Moderate,50.93449633463437,Average,0,Healthy,Improve sleep schedule
18,1,10.25,4.67,2.31,0.89,6.68,69,106,12.58,Low,No,Severe,1,2.33,1.3200000000000005,6.7317073170731705,2.33,67.78684704184703,High,49.46894588744589,Moderate,3,53.84288537549408,Moderate,50.53105411255411,64.0117071488938,Moderate,44.203638858339126,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule
29,0,7.75,2.32,2.21,1.05,6.17,135,136,8.46,Low,No,Moderate,1,0.7100000000000009,1.83,17.419354838709676,0.7100000000000009,43.567092352092345,Moderate,68.06487229437231,Moderate,2,58.58333333333332,Moderate,31.935127705627693,49.72258184315413,Moderate,56.52263465714883,Average,0,Healthy,Improve sleep schedule
33,1,6.84,5.43,3.64,5.93,6.58,34,114,7.6,Low,No,Moderate,1,0.7599999999999998,1.42,4.970760233918129,0.7599999999999998,55.59670995670996,Moderate,59.64098701298703,Moderate,2,37.03043478260869,Moderate,40.35901298701297,48.16044983437553,Moderate,55.942964183040544,Average,0,Healthy,Improve sleep schedule
25,2,3.19,1.64,2.82,2.42,7.03,155,51,5.84,Low,No,Mild,0,2.65,0.9699999999999998,48.58934169278997,2.65,27.11356421356421,Low,88.84593073593074,High,1,28.496508563899862,Low,11.154069264069264,22.12082638332628,Low,77.88796249710926,Excellent,2,High-Risk,Maintain current habits
18,0,3.08,3.07,3.45,5.19,6.23,49,124,5.09,Low,No,Moderate,0,2.01,1.7699999999999996,15.909090909090908,2.01,36.772215007215,Moderate,80.8733354978355,High,2,35.16758893280632,Moderate,19.126664502164505,31.76368587864029,Low,69.5008762291896,Average,2,High-Risk,Improve sleep schedule
32,0,5.95,0.83,1.76,5.81,4.95,96,93,7.04,High,No,Mild,0,1.09,3.05,16.134453781512605,1.09,37.16079365079365,Moderate,76.60176190476191,High,1,33.02733860342556,Moderate,23.398238095238085,32.79221626711173,Low,67.11602999797829,Average,2,High-Risk,Improve sleep schedule
23,0,6.6,1.46,3.09,3.78,6.05,169,148,7.37,Low,Yes,Mild,0,0.7700000000000005,1.95,25.60606060606061,0.7700000000000005,38.31149350649351,Moderate,73.25155194805194,High,1,56.88603425559947,Moderate,26.74844805194806,44.95086366560356,Moderate,60.327755806831775,Average,0,Healthy,Improve sleep schedule
27,1,11.54,2.25,1.35,1.49,7.83,237,173,12.44,Medium,No,Severe,1,0.9000000000000004,0.1699999999999999,20.537261698440208,0.9000000000000004,47.11208513708514,Moderate,60.38137445887446,Moderate,3,95.77022397891965,High,39.61862554112554,70.33116808721336,High,44.462671044525116,Average,1,At-Risk,Disable non-essential notifications; Practice digital detox
24,1,6.33,3.9,3.86,4.06,5.03,227,115,6.89,Low,Yes,Mild,0,0.5599999999999996,2.97,35.8609794628752,0.5599999999999996,55.26597402597402,Moderate,60.90020779220778,Moderate,1,58.26212121212121,Moderate,39.09979220779222,56.70249323573321,Moderate,49.32577060338461,Average,0,Healthy,Improve sleep schedule
25,2,10.4,5.93,3.14,3.94,6.76,37,153,12.08,High,No,Moderate,1,1.6799999999999995,1.2400000000000002,3.5576923076923075,1.6799999999999995,73.11531024531024,High,43.81540692640693,Moderate,2,51.69301712779972,Moderate,56.18459307359307,67.34182050139059,High,41.18591801582598,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
25,1,3.53,0.82,3.12,5.73,5.13,101,156,4.78,Low,Yes,Mild,0,1.2500000000000004,2.87,28.61189801699717,1.2500000000000004,30.71565656565657,Low,84.13530303030304,High,1,43.11851119894599,Moderate,15.864696969696965,31.71156461165604,Low,69.31123983613915,Average,2,High-Risk,Improve sleep schedule
28,1,3.23,5.98,1.09,4.38,7.5,20,100,5.94,Low,No,Moderate,1,2.7100000000000004,0.5,6.191950464396285,2.7100000000000004,40.22567821067821,Moderate,79.64729653679653,High,2,25.91363636363636,Low,20.35270346320347,29.47930978507852,Low,71.73314566788036,Excellent,2,High-Risk,Maintain current habits
29,0,9.67,4.54,3.45,3.36,7.88,136,65,11.32,High,No,Moderate,1,1.6500000000000004,0.1200000000000001,14.0641158221303,1.6500000000000004,58.21323953823955,Moderate,55.03102813852816,Moderate,2,46.874901185770746,Moderate,44.96897186147184,55.29702706918408,Moderate,52.1664642594668,Average,1,At-Risk,Maintain current habits
18,2,5.37,1.13,0.11,6.0,8.2,125,41,7.11,Low,Yes,Mild,0,1.7400000000000002,0.0,23.277467411545626,1.7400000000000002,17.31530303030303,Low,92.67040909090908,High,1,25.44341238471673,Low,7.329590909090925,15.76370288824622,Low,84.2190590595167,Excellent,2,High-Risk,Maintain current habits
32,1,9.85,0.68,3.38,2.31,5.51,235,64,12.25,Low,Yes,Severe,1,2.4000000000000004,2.49,23.85786802030457,2.4000000000000004,57.73564213564213,Moderate,57.719307359307365,Moderate,3,69.5279973649539,High,42.28069264069264,63.794555625511926,Moderate,44.91709885706411,Average,1,At-Risk,Disable non-essential notifications; Improve sleep schedule
34,2,11.84,2.05,0.08,3.41,7.83,101,26,12.77,Low,Yes,Severe,1,0.9299999999999996,0.1699999999999999,8.530405405405405,0.9299999999999996,44.31466089466089,Moderate,62.62560173160173,Moderate,3,44.392753623188405,Moderate,37.37439826839827,46.15552717797101,Moderate,59.73713549448196,Average,0,Healthy,Maintain current habits
27,1,9.38,5.11,0.48,2.39,6.2,33,70,11.93,Low,No,Moderate,1,2.549999999999999,1.7999999999999998,3.5181236673773983,2.549999999999999,65.45137085137085,Moderate,53.68458874458875,Moderate,2,31.778260869565216,Low,46.31541125541125,51.84936134485353,Moderate,51.809477534892835,Average,0,Healthy,Improve sleep schedule
33,0,5.31,3.33,3.56,1.32,6.92,231,29,6.01,Low,Yes,Moderate,0,0.7000000000000002,1.08,43.502824858757066,0.7000000000000002,37.71839826839827,Moderate,74.59448051948051,High,2,46.42839262187088,Moderate,25.405519480519487,39.64418877981533,Moderate,64.6364377473981,Average,2,High-Risk,Improve sleep schedule
22,2,6.64,5.21,0.19,4.13,7.56,128,135,8.57,High,No,Severe,1,1.9300000000000008,0.4400000000000004,19.27710843373494,1.9300000000000008,44.273932178932185,Moderate,71.21282034632034,High,3,62.95599472990777,Moderate,28.78717965367965,50.5202324105421,Moderate,57.686129251600185,Average,0,Healthy,Maintain current habits
32,1,3.94,4.66,1.73,3.8,8.95,56,109,4.48,Low,No,Severe,1,0.5400000000000005,0.0,14.213197969543147,0.5400000000000005,27.04964646464647,Low,86.05010606060608,High,3,41.98432147562582,Moderate,13.949893939393917,29.1303766803139,Low,75.23619940484797,Excellent,2,High-Risk,Maintain current habits
31,2,6.08,4.84,1.79,4.45,7.69,86,165,8.32,High,Yes,Moderate,1,2.24,0.3099999999999996,14.144736842105264,2.24,44.91147907647907,Moderate,71.30155627705625,High,2,54.49499341238472,Moderate,28.69844372294375,47.04028200596738,Moderate,59.89755613062506,Average,0,Healthy,Maintain current habits
29,1,3.98,0.54,3.7,3.98,4.85,146,146,4.97,Low,No,Mild,0,0.9899999999999998,3.1500000000000004,36.68341708542714,0.9899999999999998,33.2029292929293,Moderate,81.16912121212123,High,1,48.59512516469037,Moderate,18.83087878787877,36.21142690875431,Moderate,65.74926497115283,Average,2,High-Risk,Improve sleep schedule
19,0,8.32,1.58,3.08,2.84,5.0,124,107,10.09,High,Yes,Moderate,1,1.7699999999999996,3.0,14.903846153846152,1.7699999999999996,55.520836940836936,Moderate,60.60374891774891,Moderate,2,51.70790513833992,Moderate,39.39625108225109,54.07934452151072,Moderate,50.847432734220845,Average,0,Healthy,Improve sleep schedule
30,2,11.8,2.82,2.6,2.98,5.1,110,102,14.02,Medium,No,Severe,1,2.219999999999999,2.9000000000000004,9.322033898305085,2.219999999999999,74.71910533910533,High,42.8442683982684,Moderate,3,61.81686429512517,Moderate,57.1557316017316,72.69679660277355,High,36.00561183526312,Poor,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
24,2,8.48,4.92,1.91,3.45,8.26,248,122,9.65,Low,Yes,Severe,1,1.17,0.0,29.245283018867923,1.17,48.8570202020202,Moderate,63.71789393939394,Moderate,3,81.52595520421607,High,36.28210606060606,63.347895009744825,Moderate,49.3537378390082,Average,1,At-Risk,Disable non-essential notifications
26,0,5.76,2.01,0.73,3.35,6.01,237,95,7.74,Low,Yes,Mild,0,1.9800000000000004,1.99,41.145833333333336,1.9800000000000004,36.713398268398265,Moderate,78.61098051948052,High,1,54.59143610013175,Moderate,21.38901948051948,41.11805815035951,Moderate,63.32894864616431,Average,0,Healthy,Improve sleep schedule
21,2,7.4,5.06,1.51,4.25,5.91,168,15,10.01,High,Yes,Severe,1,2.6099999999999994,2.09,22.7027027027027,2.6099999999999994,61.996240981240966,Moderate,58.6361277056277,Moderate,3,44.85507246376812,Moderate,41.3638722943723,54.200965101116,Moderate,50.90061880845704,Average,0,Healthy,Improve sleep schedule
24,1,4.45,0.55,3.85,1.62,7.8,120,99,7.17,Low,No,Moderate,0,2.72,0.2000000000000001,26.96629213483146,2.72,25.51401875901876,Low,87.72079437229438,High,2,42.95223978919631,Moderate,12.279205627705622,28.30386442036997,Low,74.90170600103886,Excellent,2,High-Risk,Maintain current habits
21,1,4.19,2.67,2.38,1.48,7.24,185,49,5.02,High,No,Mild,0,0.8299999999999992,0.7599999999999998,44.1527446300716,0.8299999999999992,26.10427128427128,Low,85.16871861471863,High,1,34.30415019762846,Moderate,14.831281385281372,25.851787602609548,Low,75.52594958343063,Excellent,2,High-Risk,Maintain current habits
25,0,5.79,3.44,1.9,4.25,4.7,76,41,6.35,High,No,Moderate,0,0.5599999999999996,3.3,13.12607944732297,0.5599999999999996,48.06077922077922,Moderate,67.88176623376624,Moderate,2,26.186890645586296,Low,32.11823376623376,37.33433239209152,Moderate,62.21180707700409,Average,2,High-Risk,Improve sleep schedule
29,2,4.78,5.55,3.66,4.65,4.98,55,114,6.12,Low,No,Moderate,1,1.34,3.02,11.506276150627617,1.34,59.64391053391053,Moderate,61.13682683982684,Moderate,2,36.7927536231884,Moderate,38.86317316017316,48.82671512681262,Moderate,53.727512424810854,Average,0,Healthy,Improve sleep schedule
18,1,6.62,1.93,1.69,5.26,6.46,239,121,8.04,Medium,Yes,Moderate,1,1.419999999999999,1.54,36.10271903323263,1.419999999999999,37.28277777777777,Moderate,75.48016666666668,High,2,69.34426877470355,High,24.519833333333324,49.03822762496463,Moderate,58.55876765687017,Average,0,Healthy,Disable non-essential notifications; Improve sleep schedule
20,1,8.8,1.68,1.77,3.71,6.53,128,91,10.21,Medium,Yes,Moderate,1,1.41,1.4699999999999998,14.545454545454543,1.41,44.38419191919192,Moderate,67.32974242424243,Moderate,2,49.72266139657444,Moderate,32.670257575757574,46.48304442052037,Moderate,58.715885805081804,Average,0,Healthy,Improve sleep schedule
23,2,5.69,3.54,3.4,2.88,8.51,39,97,7.07,High,Yes,Moderate,0,1.38,0.0,6.854130052724077,1.38,36.29929292929293,Moderate,76.88021212121212,High,2,32.26857707509881,Low,23.119787878787875,32.04559387980026,Low,71.2386859070506,Excellent,2,High-Risk,Maintain current habits
25,2,11.62,5.87,2.78,3.92,5.61,116,149,14.41,High,Yes,Moderate,1,2.790000000000001,2.39,9.982788296041308,2.790000000000001,87.69845598845598,High,34.1404632034632,Low,2,64.89960474308299,Moderate,65.8595367965368,82.25155729912149,High,28.609870420440146,Poor,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Use focus sessions; Practice digital detox
23,0,8.19,2.88,2.9,1.48,4.57,227,36,10.62,High,Yes,Moderate,1,2.43,3.43,27.71672771672772,2.43,65.57151515151514,Moderate,54.78854545454547,Moderate,2,52.104545454545445,Moderate,45.21145454545453,60.22222017893423,Moderate,45.159442730735634,Average,1,At-Risk,Improve sleep schedule
18,2,10.32,4.41,0.76,2.77,7.88,171,88,12.87,Medium,Yes,Severe,1,2.549999999999999,0.1200000000000001,16.569767441860463,2.549999999999999,57.02510822510823,Moderate,57.73246753246752,Moderate,3,65.66310935441369,Moderate,42.26753246753248,61.86845841000186,Moderate,48.53057257108018,Average,1,At-Risk,Maintain current habits
24,0,6.84,3.15,1.19,1.53,8.81,104,130,7.63,High,No,Moderate,1,0.79,0.0,15.2046783625731,0.79,31.113787878787875,Low,79.68086363636365,High,2,51.07654808959157,Moderate,20.319136363636343,37.19402059211329,Moderate,69.14139941447682,Average,2,High-Risk,Maintain current habits
31,1,7.86,3.12,3.97,4.28,4.69,37,59,10.61,Low,No,Moderate,1,2.749999999999999,3.31,4.707379134860051,2.749999999999999,68.64837662337662,High,53.01048701298701,Moderate,2,27.520289855072463,Low,46.98951298701299,51.40397892681617,Moderate,50.216397138015026,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule
33,1,3.81,5.9,2.36,5.13,5.79,99,62,5.93,High,Yes,Severe,1,2.12,2.21,25.984251968503937,2.12,52.70402597402597,Moderate,68.9987922077922,Moderate,3,38.34143610013175,Moderate,31.0012077922078,43.73516134084609,Moderate,59.085069747677906,Average,0,Healthy,Improve sleep schedule
23,1,5.45,0.72,0.04,1.42,7.57,115,97,8.3,High,No,Mild,0,2.8500000000000005,0.4299999999999997,21.10091743119266,2.8500000000000005,22.48492063492064,Low,90.5445238095238,High,1,35.933794466403164,Moderate,9.455476190476205,23.00876208094181,Low,78.47405377870507,Excellent,2,High-Risk,Maintain current habits
23,1,3.45,2.93,3.92,0.99,7.0,157,26,4.9,High,Yes,Mild,0,1.4500000000000002,1.0,45.5072463768116,1.4500000000000002,32.10974025974026,Low,82.27707792207794,High,1,23.93115942028986,Low,17.722922077922064,24.679561153819343,Low,75.16752225455744,Excellent,2,High-Risk,Maintain current habits
25,2,8.57,3.8,2.55,2.65,6.67,101,65,9.39,High,Yes,Moderate,1,0.8200000000000003,1.33,11.7852975495916,0.8200000000000003,51.91611111111111,Moderate,60.63016666666667,Moderate,2,39.71548089591568,Moderate,39.36983333333333,47.62240074096356,Moderate,56.79356593189455,Average,0,Healthy,Improve sleep schedule
33,0,9.31,2.37,2.29,2.49,6.88,49,164,11.71,High,No,Moderate,1,2.4000000000000004,1.12,5.263157894736842,2.4000000000000004,52.7638888888889,Moderate,61.825833333333335,Moderate,2,54.03577075098814,Moderate,38.174166666666665,53.60839917343515,Moderate,53.388363751564874,Average,0,Healthy,Improve sleep schedule
31,0,10.43,4.25,3.55,1.13,8.4,153,16,13.03,High,No,Severe,1,2.6,0.0,14.66922339405561,2.6,63.21489898989898,Moderate,52.72053030303031,Moderate,3,47.834584980237146,Moderate,47.27946969696969,58.43547244801317,Moderate,50.080196480184945,Average,1,At-Risk,Maintain current habits
19,1,9.32,2.82,3.0,3.81,6.93,87,140,10.42,Low,Yes,Severe,1,1.0999999999999996,1.0700000000000005,9.334763948497852,1.0999999999999996,51.13751803751804,Moderate,60.41874458874458,Moderate,3,62.24413702239788,Moderate,39.58125541125542,57.19707652922974,Moderate,51.24285498337983,Average,0,Healthy,Improve sleep schedule
33,0,10.65,5.62,1.76,0.89,6.17,163,47,11.49,Low,No,Moderate,1,0.8399999999999999,1.83,15.305164319248826,0.8399999999999999,69.23987012987013,High,45.73803896103895,Moderate,2,48.79874835309618,Moderate,54.26196103896105,63.92237344340438,Moderate,43.23333846871426,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule
19,0,6.09,2.64,2.45,5.85,8.96,177,20,8.48,Medium,No,Mild,0,2.390000000000001,0.0,29.064039408867,2.390000000000001,35.428939393939395,Moderate,80.06631818181819,High,1,30.101910408432147,Low,19.93368181818181,29.44722278686361,Low,73.68519510634465,Excellent,2,High-Risk,Maintain current habits
19,1,9.29,0.54,1.82,2.49,5.82,190,75,10.6,High,Yes,Severe,1,1.3100000000000005,2.18,20.452099031216363,1.3100000000000005,44.89007215007215,Moderate,66.49297835497835,Moderate,3,64.08017127799735,Moderate,33.50702164502165,53.23240769166625,Moderate,53.744480059626056,Average,0,Healthy,Improve sleep schedule
22,2,11.61,5.68,0.1,5.12,7.8,81,64,14.51,High,No,Moderate,1,2.9000000000000004,0.2000000000000001,6.976744186046512,2.9000000000000004,68.021645021645,High,48.8535064935065,Moderate,2,41.52654808959157,Moderate,51.1464935064935,59.02244250692792,Moderate,48.2919646986832,Average,1,At-Risk,Reduce daily screen time
35,2,5.15,3.72,2.38,5.5,8.21,148,46,7.48,Low,No,Mild,0,2.33,0.0,28.7378640776699,2.33,36.26747474747474,Moderate,79.07975757575758,High,1,29.63735177865613,Low,20.920242424242417,29.957896275617045,Low,72.44590378878482,Excellent,2,High-Risk,Maintain current habits
19,0,3.5,3.23,0.89,1.29,5.24,250,176,4.63,Low,Yes,Mild,0,1.13,2.76,71.42857142857143,1.13,34.86996392496392,Moderate,81.72401082251085,High,1,69.98484848484847,High,18.27598917748915,45.816361148455385,Moderate,60.17028839627428,Average,0,Healthy,Disable non-essential notifications; Improve sleep schedule
